"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"FARM","Farmer Brothers Company","31.6","530297327.6","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","32.85","246546739.8","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","10.95","296171920.8","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","34.85","581093221.4","n/a","United States","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","38.94","11254908961.56","n/a","United States","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FATE","Fate Therapeutics, Inc.","2.33","67324918.95","n/a","United States","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","15","56325255","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FBK","FB Financial Corporation","21.41","494621356.32","n/a","United States","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","63.73","1584500444.57","n/a","United States","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FBRC","FBR & Co","14.8","102505155.2","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FCB","FCB Financial Holdings, Inc.","37.6","1526779095.2","n/a","United States","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","42.3","442899400.5","n/a","United States","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM^A","Federal Agricultural Mortgage Corporation","25.8","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","26.96","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","27.68","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","148.1","10578236955.3","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FSS","Federal Signal Corporation","12.75","764149702.5","n/a","United States","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FDML","Federal-Mogul Holdings Corporation","9.26","1565316428.26","n/a","United States","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fdml",
"FII","Federated Investors, Inc.","27.56","2842059875.72","n/a","United States","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FNHC","Federated National Holding Company","17.99","247988749.89","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fnhc",
"FMN","Federated Premier Municipal Income Fund","15.3099","94705234.8318","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","172.08","45731872733.76","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"FCH","FelCor Lodging Trust Incorporated","6.59","910832131.56","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch",
"FCH^A","FelCor Lodging Trust Incorporated","24.5","0","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch^a",
"FHCO","Female Health Company (The)","1.08","31376880.36","n/a","United States","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"FENX","Fenix Parts, Inc.","3.54","70647811.86","n/a","United States","2015","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/fenx",
"FGP","Ferrellgas Partners, L.P.","10.5","1020102982.5","n/a","United States","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
"FOE","Ferro Corporation","13.62","1133570127","n/a","United States","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FCSC","Fibrocell Science Inc","0.672","29499983.52","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fcsc",
"FGEN","FibroGen, Inc","17.05","1070538110.95","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fgen",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","208.9","689370000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"FNF","Fidelity National Financial, Inc.","36.72","12477496649.04","n/a","United States","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnf",
"FNFV","Fidelity National Financial, Inc.","12.25","4162563560.75","n/a","United States","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnfv",
"FIS","Fidelity National Information Services, Inc.","75.9","24881952565.8","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fis",
"LION","Fidelity Southern Corporation","19.05","495985495.2","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FMO","Fiduciary/Claymore MLP Opportunity Fund","15.6871","526649156.5907","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/fmo",
"FDUS","Fidus Investment Corporation","15.73","302017337.05","n/a","United States","2011","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FPP","FieldPoint Petroleum Corporation","0.51","4539051.51","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FPP.WS","FieldPoint Petroleum Corporation","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpp.ws",
"FRGI","Fiesta Restaurant Group, Inc.","27.05","728223978.2","n/a","United States","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frgi",
"FSAM","Fifth Street Asset Management Inc.","5.25","255670637.25","n/a","United States","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/fsam",
"FSC","Fifth Street Finance Corp.","5.63","818062769.86","n/a","United States","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FSCE","Fifth Street Finance Corp.","25.19","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsce",
"FSCFL","Fifth Street Finance Corp.","25.4","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fscfl",
"FSFR","Fifth Street Senior Floating Rate Corp.","8.58","252824869.44","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsfr",
"FITB","Fifth Third Bancorp","21.31","16331439763.91","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","30.21","543780000","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbi",
"FNGN","Financial Engines, Inc.","27.37","1691123218.12","n/a","United States","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","26.26","381513656.94","n/a","United States","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","29.86","3291664129.5","n/a","United States","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FNJN","Finjan Holdings, Inc.","1.6","36580651.2","n/a","United States","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fnjn",
"FEYE","FireEye, Inc.","12.33","2092120689.78","n/a","United States","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/feye",
"FAC","First Acceptance Corporation","0.89","36575472.93","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fac",
"FAF","First American Corporation (The)","39.34","4320355543.56","n/a","United States","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/faf",
"FBNC","First Bancorp","20.19","405575548.98","n/a","United States","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","23.93","258100987.38","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"FRBA","First Bank","8.7317","68866612.2905","n/a","United States","2013","n/a","n/a","http://www.nasdaq.com/symbol/frba",
"BUSE","First Busey Corporation","22.97","877558720.23","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","22.71","197666522.82","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCAP","First Capital, Inc.","31.35","104632255.2","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash, Inc.","47.7","1347202023.3","n/a","United States","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCNCA","First Citizens BancShares, Inc.","292.29","3510521277.45","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCF","First Commonwealth Financial Corporation","10","889499950","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcf",
"FCBC","First Community Bancshares, Inc.","24.08","410504088.96","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","15.25","102160207.5","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FCFP","First Community Financial Partners, Inc.","9.7","166682666","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcfp",
"FBNK","First Connecticut Bancorp, Inc.","17.95","283941967.3","n/a","United States","2011","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDC","First Data Corporation","14.2","12922203315.6","n/a","United States","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fdc",
"FDEF","First Defiance Financial Corp.","42.07","377635044.5","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFBC","First Financial Bancorp.","21.75","1347738489","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","9.73","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","36.43","2406562594.16","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","40","487429480","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","14.58","194302061.28","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnw",
"FFWM","First Foundation Inc.","24.89","403730111.75","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffwm",
"FGBI","First Guaranty Bancshares, Inc.","17.21","130954228.74","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fgbi",
"FHB","First Hawaiian, Inc.","27.28","3806560002.96","n/a","United States","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fhb",
"FHN","First Horizon National Corporation","15.25","3538290222.75","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fhn",
"FHN^A","First Horizon National Corporation","25.93","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","27.1","3166971256.8","n/a","United States","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fr",
"INBK","First Internet Bancorp","25.1","138879555","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbk",
"INBKL","First Internet Bancorp","24.5999","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbkl",
"FIBK","First Interstate BancSystem, Inc.","31.9","1427404226.6","n/a","United States","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","27.51","1121698902.24","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
"FMBH","First Mid-Illinois Bancshares, Inc.","26.15","257411499.8","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","19.42","1579164507.42","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbi",
"FNBC","First NBC Bank Holding Company","6.65","127888989.55","n/a","United States","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbc",
"FNWB","First Northwest Bancorp","13.59","176772740.4","n/a","United States","2015","Finance","Banks","http://www.nasdaq.com/symbol/fnwb",
"FPO","First Potomac Realty Trust","9.13","530722006.32","n/a","United States","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpo",
"FRC","FIRST REPUBLIC BANK","76.5","11208545833.5","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc",
"FRC^A","FIRST REPUBLIC BANK","25.52","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^a",
"FRC^B","FIRST REPUBLIC BANK","25.52","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^b",
"FRC^C","FIRST REPUBLIC BANK","25.32","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^c",
"FRC^D","FIRST REPUBLIC BANK","25.5","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^d",
"FRC^E","FIRST REPUBLIC BANK","27.17","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^e",
"FRC^F","FIRST REPUBLIC BANK","27.66","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^f",
"FRC^G","FIRST REPUBLIC BANK","26.76","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^g",
"FSFG","First Savings Financial Group, Inc.","36.48","80430629.76","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsfg",
"FSLR","First Solar, Inc.","40.87","4183434931.11","n/a","United States","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","9.88","93809957.8","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fsbk",
"FFA","First Trust","13.58","271235567.12","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/ffa",
